1	5598	30
1	3004	24
1	746	16
1	5056	14
1	2064	11
1	281	10
1	2041	10
1	3483	9
1	5613	9
1	228	9
1	4413	9
1	1093	8
1	2962	8
1	3708	8
1	4103	8
2	3004	25
2	2316	23
2	1438	16
2	5010	15
2	3686	15
2	125	13
2	2409	13
2	2531	12
2	985	10
2	5547	10
2	4464	10
2	4160	10
2	2364	10
2	2087	10
2	1242	10
3	3686	18
3	2192	13
3	1447	10
3	1673	10
3	12	8
3	32	7
3	623	7
3	3759	6
3	935	6
3	1520	5
3	4002	4
3	565	4
3	3376	3
3	3708	3
3	2064	2
4	5083	17
4	1683	10
4	3109	10
4	2064	9
4	80	8
4	225	7
4	4322	7
4	5547	6
4	5303	6
4	3762	5
4	2746	5
4	5420	4
4	2655	4
4	2824	3
4	5302	3
5	4151	34
5	3962	30
5	5207	23
5	2896	20
5	2316	17
5	1415	16
5	3004	12
5	5206	11
5	5043	10
5	5610	9
5	2588	9
5	2818	9
5	5620	9
5	2983	9
5	3911	8
6	129	54
6	1342	24
6	2193	19
6	2980	18
6	991	17
6	2316	16
6	2197	15
6	1093	14
6	1632	14
6	3868	13
6	3140	12
6	2378	10
6	2535	10
6	1074	9
6	4119	9
7	1080	77
7	760	32
7	4497	32
7	7	20
7	2498	20
7	4672	18
7	3686	15
7	1135	10
7	2183	10
7	2197	9
7	3774	9
7	2364	9
7	2	8
7	2496	8
7	2409	7
8	5315	12
8	749	10
8	2316	10
8	740	9
8	3624	9
8	1525	8
8	4286	8
8	4459	7
8	1832	6
8	3983	6
8	2192	5
8	2409	4
8	5532	4
8	3753	3
8	1325	3
9	5075	17
9	3078	10
9	749	9
9	5561	9
9	5139	8
9	452	8
9	2484	7
9	2533	7
9	4487	6
9	80	5
9	2316	5
9	2491	4
9	5376	4
9	2264	3
9	2197	3
10	1080	79
10	1662	32
10	2216	32
10	10	20
10	107	20
10	4528	20
10	4524	8
10	2423	5
10	897	3
10	3350	1
11	2316	379
11	3004	358
11	3962	256
11	11	180
11	4102	167
11	4690	137
11	2464	137
11	5207	128
11	2192	121
11	1860	119
11	3551	110
11	2041	99
11	2424	98
11	5043	96
11	2384	89
12	5421	49
12	305	43
12	2807	25
12	2586	24
12	2192	24
12	3686	23
12	3772	22
12	1093	19
12	455	19
12	5547	18
12	3004	18
12	2597	17
12	32	17
12	3173	17
12	3708	16
13	3686	20
13	4396	15
13	2718	11
13	4591	10
13	2064	10
13	142	9
13	4151	9
13	1520	9
13	2250	8
13	450	8
13	2449	8
13	2223	8
13	3042	8
13	490	7
13	3972	7
14	863	10
14	619	10
14	4147	10
14	3771	10
14	2570	10
14	848	9
14	5205	9
14	4146	9
14	2041	9
14	1325	8
14	3930	8
14	267	8
14	2540	7
14	2543	7
14	2316	7
15	25	53
15	2316	43
15	5485	39
15	4169	38
15	268	35
15	1437	30
15	3958	25
15	2554	25
15	1155	24
15	5613	21
15	15	20
15	18	20
15	5278	19
15	5547	18
15	2307	18
16	5590	10
16	4245	10
16	3870	9
16	3908	9
16	2939	8
16	4850	8
16	3144	7
16	4103	7
16	2316	6
16	5547	6
16	2307	5
16	3804	5
16	3958	4
16	3195	4
16	5620	3
17	5613	12
17	1868	10
17	2307	10
17	2316	9
17	2555	9
17	15	8
17	1557	8
17	3992	7
17	5392	7
17	878	6
17	2232	5
17	444	5
17	1535	4
17	56	4
17	5242	3
18	18	296
18	3004	263
18	2316	261
18	4160	259
18	4190	187
18	2041	174
18	2192	174
18	2556	143
18	2309	139
18	444	118
18	2962	116
18	2424	104
18	2588	102
18	2222	101
18	5547	100
19	5457	20
19	4137	19
19	4102	19
19	2962	14
19	2041	14
19	1411	13
19	2590	13
19	4151	11
19	2316	11
19	5544	10
19	1343	10
19	3324	10
19	2107	10
19	1515	9
19	3115	9
20	2316	33
20	2962	28
20	1391	13
20	4640	10
20	5479	10
20	858	10
20	3441	10
20	299	10
20	4183	10
20	1637	10
20	3353	10
20	5160	10
20	1025	10
20	2491	9
20	2588	9
21	5463	52
21	3004	41
21	3708	36
21	2316	33
21	2962	32
21	4151	28
21	1391	25
21	3772	24
21	4100	21
21	5610	20
21	3962	18
21	5547	18
21	737	17
21	1325	17
21	5590	16
22	2962	32
22	1135	31
22	3309	30
22	435	24
22	2889	21
22	1060	18
22	3306	17
22	4459	17
22	700	16
22	5563	16
22	1437	16
22	3004	14
22	5613	13
22	275	10
22	2309	10
23	3004	72
23	2424	42
23	191	26
23	3464	21
23	1176	19
23	1325	18
23	684	18
23	3708	18
23	3101	17
23	2776	17
23	2708	15
23	4341	15
23	1410	15
23	2090	14
23	211	13
24	2716	11
24	627	10
24	5401	10
24	1972	9
24	4710	9
24	2205	8
24	1557	7
24	4214	7
24	3076	6
24	4921	6
24	1438	5
24	2316	5
24	3708	4
24	53	4
24	4229	3
25	25	848
25	2316	792
25	3004	370
25	3962	306
25	240	242
25	2424	231
25	26	230
25	1097	221
25	2889	216
25	80	216
25	1785	211
25	2192	192
25	4160	190
25	1437	189
25	2531	185
26	2316	604
26	2192	327
26	5547	323
26	26	288
26	4102	260
26	25	230
26	3306	208
26	2424	194
26	1097	190
26	2962	182
26	240	140
26	4151	131
26	40	129
26	2531	128
26	1437	119
27	2316	193
27	2962	158
27	80	150
27	5547	141
27	782	123
27	5207	102
27	5613	96
27	4151	94
27	2424	91
27	2192	76
27	5043	72
27	4103	71
27	191	71
27	25	70
